cpu_percent,table_occupancy,rejected_flows,memory_mb,time,packet_in_count
0.0,0,0,39,0.94,0
0.0,0,0,39,0.95,0
0.0,0,0,39,0.96,0
0.0,0,0,39,0.97,0
0.0,0,0,39,0.98,0
0.0,0,0,39,1.0,0
0.0,0,0,39,1.01,0
0.0,0,0,39,1.02,0
59.9,0,0,39,1.04,0
0.0,0,0,39,1.05,0
0.0,0,0,39,1.06,0
0.0,0,0,39,1.07,0
79.0,0,0,39,1.08,0
0.0,10,0,39,1.1,10
66.9,38,0,39,1.11,38
0.0,67,0,40,1.13,67
63.9,83,0,40,1.14,83
0.0,105,0,40,1.16,105
97.7,119,0,40,1.17,119
0.0,125,0,40,1.19,125
74.2,142,0,40,1.2,142
62.0,174,0,40,1.22,174
0.0,190,0,40,1.24,190
44.4,206,0,40,1.26,206
97.4,278,0,40,1.27,278
0.0,278,0,40,1.29,278
52.7,292,0,40,1.32,292
0.0,323,0,40,1.35,323
110.0,331,0,40,1.37,331
0.0,339,0,40,1.38,339
41.5,347,0,41,1.4,347
63.3,355,0,41,1.42,355
0.0,371,0,41,1.44,371
43.8,379,0,41,1.46,379
52.7,387,0,41,1.48,387
0.0,395,0,41,1.5,395
96.2,403,0,41,1.52,403
0.0,411,0,41,1.54,411
0.0,419,0,41,1.55,419
37.3,435,0,41,1.58,435
51.1,443,0,41,1.59,443
69.4,451,0,41,1.61,451
0.0,459,0,41,1.63,459
38.2,475,0,41,1.68,475
0.0,483,0,41,1.71,483
75.5,515,0,41,1.73,515
154.9,547,0,41,1.74,547
75.5,579,0,41,1.75,579
77.3,611,0,41,1.77,611
158.1,643,0,42,1.78,643
91.6,667,0,42,1.79,667
10.3,691,0,42,1.89,691
50.9,699,0,42,1.91,699
0.0,707,0,42,1.93,707
70.2,715,0,42,1.94,715
0.0,723,0,42,1.96,723
0.0,731,0,42,1.97,731
78.3,739,0,42,1.99,739
40.9,747,0,42,2.01,747
19.2,750,125,42,2.06,875
114.0,750,253,42,2.08,1003
99.8,750,509,42,2.11,1259
48.2,750,637,42,2.13,1387
92.5,750,765,42,2.16,1515
37.4,750,893,42,2.22,1643
51.7,750,1021,42,2.24,1771
39.7,750,1149,42,2.29,1899
76.5,750,1277,42,2.31,2027
31.9,750,1424,42,2.37,2174
32.4,750,1552,42,2.44,2302
51.6,750,1680,42,2.47,2430
42.0,750,1808,42,2.52,2558
43.0,750,2064,42,2.57,2814
59.1,750,2192,42,2.6,2942
81.7,750,2320,42,2.63,3070
62.2,750,2448,42,2.64,3198
80.9,750,2576,42,2.68,3326
37.7,750,2704,42,2.73,3454
41.0,750,2832,42,2.78,3582
29.4,750,2960,42,2.82,3710
58.8,750,3063,42,2.83,3813
90.3,750,3116,42,2.84,3866
0.0,750,3128,42,2.86,3878
52.4,750,3177,42,2.88,3927
89.2,750,3238,42,2.89,3988
0.0,750,3260,42,2.91,4010
55.1,750,3323,42,2.93,4073
0.0,750,3336,42,2.95,4086
97.4,750,3348,42,2.96,4098
0.0,750,3353,42,2.97,4103
0.0,750,3365,42,2.98,4115
69.6,750,3375,42,2.99,4125
0.0,750,3382,42,3.01,4132
0.0,750,3390,42,3.02,4140
0.0,750,3401,42,3.03,4151
0.0,750,3408,42,3.04,4158
0.0,750,3430,42,3.05,4180
64.0,750,3461,42,3.08,4211
0.0,750,3566,42,3.1,4316
32.7,750,3683,42,3.16,4433
30.6,750,3743,42,3.2,4493
60.2,750,3776,42,3.21,4526
0.0,750,3803,42,3.22,4553
0.0,750,3823,42,3.24,4573
70.7,750,3840,42,3.25,4590
0.0,750,3852,42,3.26,4602
0.0,750,3872,42,3.27,4622
87.4,750,3879,42,3.29,4629
29.5,750,3955,42,3.32,4705
0.0,750,3955,42,3.34,4705
96.1,750,4013,42,3.35,4763
0.0,750,4013,42,3.37,4763
60.9,750,4054,42,3.38,4804
0.0,750,4077,42,3.39,4827
0.0,750,4081,42,3.41,4831
62.5,750,4149,42,3.43,4899
63.8,750,4186,42,3.44,4936
46.3,750,4226,42,3.46,4976
0.0,750,4245,42,3.48,4995
0.0,750,4256,42,3.49,5006
0.0,750,4262,42,3.5,5012
0.0,750,4264,42,3.52,5014
76.1,750,4323,42,3.54,5073
72.2,750,4394,42,3.56,5144
0.0,750,4406,42,3.57,5156
39.9,750,4429,42,3.6,5179
0.0,750,4499,42,3.61,5249
73.8,750,4518,42,3.62,5268
74.9,750,4537,42,3.63,5287
57.5,750,4584,42,3.65,5334
0.0,750,4596,42,3.67,5346
0.0,750,4614,42,3.68,5364
50.7,750,4642,42,3.7,5392
0.0,750,4657,42,3.71,5407
57.2,750,4700,42,3.73,5450
0.0,750,4733,42,3.74,5483
0.0,750,4741,42,3.76,5491
85.8,750,4753,42,3.77,5503
0.0,750,4758,42,3.78,5508
0.0,750,4773,42,3.8,5523
0.0,750,4785,42,3.81,5535
91.5,750,4798,42,3.82,5548
0.0,750,4810,42,3.83,5560
64.5,750,4848,42,3.85,5598
36.4,750,4901,42,3.88,5651
0.0,750,4951,42,3.9,5701
66.2,750,4982,42,3.91,5732
97.4,750,4992,42,3.92,5742
0.0,750,5010,42,3.93,5760
0.0,750,5019,42,3.95,5769
97.9,750,5076,42,3.96,5826
52.9,750,5099,42,3.98,5849
0.0,750,5132,42,3.99,5882
0.0,750,5176,42,4.01,5926
81.4,750,5186,42,4.02,5936
64.3,750,5214,42,4.03,5964
0.0,750,5226,42,4.05,5976
0.0,750,5238,42,4.06,5988
67.0,750,5264,42,4.07,6014
0.0,750,5267,42,4.09,6017
81.7,750,5321,42,4.1,6071
0.0,750,5351,42,4.12,6101
53.3,750,5392,42,4.14,6142
0.0,750,5415,42,4.15,6165
35.2,750,5474,42,4.18,6224
84.6,750,5558,42,4.2,6308
62.7,750,5648,42,4.24,6398
0.0,750,5721,42,4.26,6471
90.6,750,5731,42,4.27,6481
0.0,750,5735,42,4.28,6485
0.0,750,5743,42,4.29,6493
0.0,750,5744,42,4.31,6494
0.0,750,5766,42,4.32,6516
95.3,750,5781,42,4.33,6531
0.0,750,5828,42,4.35,6578
87.7,750,5865,42,4.36,6615
58.6,750,5887,42,4.38,6637
0.0,750,5911,42,4.39,6661
0.0,750,5928,42,4.4,6678
0.0,750,5939,42,4.41,6689
98.0,750,5953,42,4.42,6703
0.0,750,5960,42,4.44,6710
88.3,750,5975,42,4.45,6725
0.0,750,5998,42,4.46,6748
0.0,750,6031,42,4.47,6781
140.2,750,6052,42,4.49,6802
0.0,750,6093,42,4.5,6843
31.9,750,6144,42,4.53,6894
0.0,750,6164,42,4.54,6914
65.7,750,6170,42,4.56,6920
53.2,750,6228,42,4.58,6978
74.8,750,6310,42,4.59,7060
0.0,750,6340,42,4.61,7090
40.8,750,6436,42,4.63,7186
58.7,750,6564,42,4.67,7314
27.3,750,6692,42,4.7,7442
34.7,750,6820,42,4.79,7570
134.3,750,6929,42,4.8,7679
0.0,750,6929,42,4.82,7679
0.0,750,6929,42,4.83,7679
0.0,750,6929,42,4.85,7679
0.0,750,6929,42,4.86,7679
0.0,750,6929,42,4.88,7679
0.0,750,6929,42,4.89,7679
0.0,750,6929,42,4.9,7679
63.8,750,6929,42,4.91,7679
0.0,750,6929,42,4.93,7679
0.0,750,6929,42,4.94,7679
97.4,750,6929,42,4.95,7679
0.0,750,6929,42,4.96,7679
0.0,750,6929,42,4.98,7679
0.0,750,6929,42,4.99,7679
0.0,750,6929,42,5.0,7679
0.0,750,6929,42,5.01,7679
0.0,750,6929,42,5.02,7679
0.0,750,6929,42,5.03,7679
83.1,750,6929,42,5.06,7679
40.9,494,6929,42,5.08,7679
50.3,366,6929,42,5.1,7679
71.0,320,6929,42,5.12,7679
0.0,320,6929,42,5.13,7679
