cpu_percent,table_occupancy,rejected_flows,memory_mb,time,packet_in_count
0.0,0,0,39,0.01,0
0.0,0,0,39,0.03,0
0.0,0,0,39,0.04,0
0.0,0,0,39,0.05,0
0.0,0,0,39,0.06,0
0.0,0,0,39,0.07,0
0.0,0,0,39,0.1,0
0.0,0,0,39,0.11,0
0.0,0,0,39,0.12,0
0.0,0,0,39,0.13,0
0.0,0,0,39,0.14,0
0.0,0,0,39,0.16,0
0.0,0,0,39,0.17,0
0.0,0,0,39,0.18,0
0.0,0,0,39,0.19,0
96.6,0,0,39,0.2,0
0.0,0,0,39,0.21,0
0.0,0,0,39,0.23,0
0.0,0,0,39,0.24,0
0.0,0,0,39,0.25,0
0.0,0,0,39,0.26,0
88.1,0,0,39,0.27,0
0.0,0,0,39,0.28,0
0.0,0,0,39,0.3,0
0.0,0,0,39,0.31,0
0.0,0,0,39,0.33,0
0.0,0,0,39,0.34,0
0.0,0,0,39,0.35,0
0.0,0,0,39,0.36,0
0.0,0,0,39,0.37,0
0.0,0,0,39,0.38,0
0.0,0,0,39,0.39,0
0.0,0,0,39,0.4,0
0.0,0,0,39,0.41,0
0.0,0,0,39,0.43,0
0.0,0,0,39,0.44,0
71.1,0,0,39,0.46,0
0.0,0,0,39,0.47,0
0.0,0,0,39,0.48,0
0.0,0,0,39,0.49,0
0.0,0,0,39,0.51,0
0.0,0,0,39,0.52,0
0.0,0,0,39,0.53,0
0.0,0,0,39,0.54,0
0.0,0,0,39,0.55,0
0.0,0,0,39,0.56,0
0.0,0,0,39,0.57,0
0.0,0,0,39,0.59,0
79.0,0,0,39,0.61,0
0.0,0,0,39,0.62,0
0.0,0,0,39,0.63,0
0.0,0,0,39,0.64,0
0.0,0,0,39,0.67,0
0.0,0,0,39,0.68,0
0.0,0,0,39,0.69,0
0.0,0,0,39,0.7,0
95.6,0,0,39,0.71,0
0.0,0,0,39,0.73,0
0.0,0,0,39,0.74,0
0.0,0,0,39,0.75,0
0.0,0,0,39,0.76,0
0.0,0,0,39,0.77,0
0.0,0,0,39,0.79,0
0.0,0,0,39,0.8,0
0.0,0,0,39,0.81,0
0.0,0,0,39,0.82,0
0.0,0,0,39,0.83,0
89.2,0,0,39,0.85,0
0.0,0,0,39,0.86,0
0.0,0,0,39,0.87,0
0.0,0,0,39,0.88,0
0.0,0,0,39,0.89,0
0.0,0,0,39,0.9,0
0.0,0,0,39,0.91,0
0.0,0,0,39,0.93,0
0.0,0,0,39,0.94,0
0.0,0,0,39,0.95,0
0.0,0,0,39,0.96,0
0.0,0,0,39,0.98,0
0.0,0,0,39,0.99,0
95.3,0,0,39,1.0,0
0.0,0,0,39,1.01,0
0.0,0,0,39,1.02,0
0.0,0,0,39,1.03,0
0.0,0,0,39,1.04,0
