cpu_percent,table_occupancy,rejected_flows,memory_mb,time,packet_in_count
96.2,0,0,39,1.05,0
0.0,0,0,39,1.06,0
0.0,0,0,39,1.07,0
0.0,0,0,39,1.08,0
0.0,0,0,39,1.1,0
0.0,0,0,39,1.11,0
0.0,0,0,39,1.12,0
0.0,0,0,39,1.13,0
0.0,0,0,39,1.14,0
0.0,0,0,39,1.15,0
0.0,0,0,39,1.16,0
0.0,0,0,39,1.17,0
97.1,0,0,39,1.18,0
0.0,0,0,39,1.19,0
0.0,0,0,39,1.2,0
0.0,0,0,39,1.21,0
0.0,0,0,39,1.22,0
0.0,0,0,39,1.23,0
0.0,0,0,39,1.24,0
0.0,0,0,39,1.25,0
0.0,0,0,39,1.26,0
0.0,0,0,39,1.27,0
0.0,0,0,39,1.29,0
0.0,0,0,39,1.3,0
97.0,0,0,39,1.31,0
0.0,0,0,39,1.32,0
0.0,0,0,39,1.33,0
0.0,0,0,39,1.34,0
0.0,0,0,39,1.35,0
0.0,0,0,39,1.36,0
0.0,0,0,39,1.37,0
0.0,0,0,39,1.38,0
0.0,0,0,39,1.39,0
0.0,0,0,39,1.4,0
0.0,0,0,39,1.41,0
0.0,0,0,39,1.42,0
0.0,0,0,39,1.43,0
93.9,0,0,39,1.44,0
95.2,0,0,39,1.45,0
0.0,0,0,39,1.46,0
0.0,0,0,39,1.47,0
0.0,0,0,39,1.48,0
0.0,0,0,39,1.49,0
0.0,0,0,39,1.5,0
0.0,0,0,39,1.51,0
0.0,0,0,39,1.53,0
0.0,0,0,39,1.54,0
0.0,0,0,39,1.55,0
0.0,0,0,39,1.56,0
0.0,0,0,39,1.57,0
0.0,0,0,39,1.58,0
96.7,0,0,39,1.59,0
0.0,0,0,39,1.6,0
0.0,0,0,39,1.61,0
0.0,0,0,39,1.62,0
0.0,0,0,39,1.63,0
0.0,0,0,39,1.64,0
0.0,0,0,39,1.66,0
0.0,0,0,39,1.67,0
0.0,0,0,39,1.68,0
0.0,0,0,39,1.69,0
0.0,0,0,39,1.7,0
0.0,0,0,39,1.71,0
0.0,0,0,39,1.72,0
0.0,0,0,39,1.73,0
94.1,0,0,39,1.74,0
0.0,0,0,39,1.75,0
0.0,0,0,39,1.76,0
0.0,0,0,39,1.77,0
0.0,0,0,39,1.78,0
0.0,0,0,39,1.8,0
0.0,0,0,39,1.81,0
0.0,0,0,39,1.82,0
0.0,0,0,39,1.83,0
0.0,0,0,39,1.84,0
95.9,0,0,39,1.85,0
0.0,0,0,39,1.86,0
95.4,0,0,39,1.87,0
0.0,0,0,39,1.88,0
0.0,0,0,39,1.89,0
0.0,0,0,39,1.9,0
0.0,0,0,39,1.91,0
0.0,0,0,39,1.92,0
0.0,0,0,39,1.93,0
0.0,0,0,39,1.94,0
0.0,0,0,39,1.96,0
0.0,0,0,39,1.97,0
0.0,0,0,39,1.98,0
96.8,0,0,39,1.99,0
0.0,0,0,39,2.0,0
0.0,0,0,39,2.01,0
0.0,0,0,39,2.02,0
0.0,0,0,39,2.03,0
0.0,0,0,39,2.04,0
0.0,0,0,39,2.05,0
0.0,0,0,39,2.06,0
0.0,0,0,39,2.07,0
0.0,0,0,39,2.08,0
0.0,0,0,39,2.09,0
0.0,0,0,39,2.1,0
0.0,0,0,39,2.11,0
0.0,0,0,39,2.12,0
96.9,0,0,39,2.13,0
0.0,0,0,39,2.14,0
0.0,0,0,39,2.15,0
0.0,0,0,39,2.16,0
0.0,0,0,39,2.17,0
0.0,0,0,39,2.18,0
97.2,0,0,39,2.19,0
0.0,0,0,39,2.21,0
0.0,0,0,39,2.22,0
0.0,0,0,39,2.23,0
0.0,0,0,39,2.24,0
0.0,0,0,39,2.26,0
0.0,0,0,39,2.27,0
0.0,0,0,39,2.28,0
97.2,0,0,39,2.29,0
0.0,0,0,39,2.3,0
0.0,0,0,39,2.31,0
0.0,0,0,39,2.32,0
0.0,0,0,39,2.33,0
0.0,0,0,39,2.34,0
0.0,0,0,39,2.35,0
0.0,0,0,39,2.36,0
0.0,0,0,39,2.37,0
0.0,0,0,39,2.38,0
0.0,0,0,39,2.4,0
0.0,0,0,39,2.41,0
0.0,0,0,39,2.42,0
0.0,0,0,39,2.43,0
0.0,0,0,39,2.44,0
192.9,0,0,39,2.45,0
0.0,0,0,39,2.46,0
0.0,0,0,39,2.47,0
0.0,0,0,39,2.48,0
0.0,0,0,39,2.49,0
0.0,0,0,39,2.5,0
0.0,0,0,39,2.51,0
0.0,0,0,39,2.53,0
0.0,0,0,39,2.54,0
0.0,4,0,39,2.55,4
33.7,15,0,40,2.61,15
46.2,32,0,40,2.63,32
28.3,64,0,40,2.67,64
88.5,96,0,40,2.69,96
45.1,112,0,40,2.71,112
0.0,144,0,40,2.74,144
54.8,160,0,40,2.78,160
30.1,192,0,40,2.81,192
43.4,208,0,41,2.83,208
60.8,240,0,41,2.85,240
84.5,288,0,41,2.86,288
82.5,352,0,41,2.88,352
33.5,384,0,41,2.91,384
30.8,400,0,41,2.94,400
55.4,416,0,41,2.96,416
76.0,432,0,41,2.97,432
45.1,464,0,41,2.99,464
30.4,493,0,41,3.02,493
65.6,517,0,41,3.05,517
33.7,525,0,41,3.08,525
0.0,533,0,41,3.11,533
87.7,565,0,41,3.14,565
29.0,573,0,41,3.17,573
73.3,589,0,41,3.19,589
0.0,597,0,41,3.23,597
76.0,621,0,41,3.25,621
36.2,629,0,41,3.28,629
0.0,645,0,41,3.3,645
38.2,661,0,41,3.36,661
67.4,669,0,41,3.39,669
0.0,677,0,41,3.41,677
37.0,685,0,41,3.43,685
57.9,701,0,41,3.45,701
101.5,725,0,41,3.47,725
83.0,749,0,42,3.48,749
0.0,757,0,42,3.53,757
30.2,765,0,42,3.56,765
62.1,773,0,42,3.58,773
36.2,789,0,42,3.6,789
83.2,797,0,42,3.62,797
0.0,805,0,42,3.64,805
35.9,829,0,42,3.66,829
52.1,837,0,42,3.68,837
35.9,853,0,42,3.71,853
29.2,877,0,42,3.74,877
46.3,893,0,42,3.77,893
49.1,901,0,42,3.79,901
44.9,909,0,42,3.81,909
36.2,917,0,42,3.84,917
0.0,925,0,42,3.85,925
35.7,941,0,42,3.88,941
28.4,949,0,42,3.91,949
47.8,965,0,42,3.95,965
59.6,973,0,42,3.97,973
21.4,989,0,42,4.02,989
74.6,997,0,42,4.03,997
44.4,1000,125,42,4.1,1125
42.4,1000,253,42,4.14,1253
25.2,1000,381,42,4.18,1381
85.2,1000,509,42,4.22,1509
16.7,1000,637,42,4.28,1637
49.4,1000,765,42,4.32,1765
48.3,1000,893,42,4.36,1893
58.7,1000,1021,42,4.4,2021
32.4,1000,1174,42,4.46,2174
80.9,1000,1302,42,4.48,2302
34.0,1000,1430,42,4.54,2430
32.1,1000,1558,42,4.6,2558
71.1,1000,1686,42,4.65,2686
31.2,1000,1814,42,4.68,2814
42.7,1000,1942,42,4.72,2942
38.3,1000,2070,42,4.78,3070
62.8,1000,2198,42,4.81,3198
40.9,1000,2326,42,4.86,3326
40.6,1000,2582,42,4.91,3582
50.9,1000,2710,42,4.95,3710
48.1,1000,2838,42,4.99,3838
70.0,1000,2966,42,5.02,3966
42.8,1000,3094,42,5.06,4094
36.3,1000,3223,42,5.12,4223
43.3,1000,3351,42,5.16,4351
41.1,1000,3479,42,5.21,4479
38.0,1000,3735,42,5.27,4735
54.9,1000,3863,42,5.34,4863
53.2,1000,3991,42,5.43,4991
29.5,1000,4119,42,5.5,5119
42.3,1000,4247,42,5.55,5247
53.6,1000,4503,42,5.6,5503
50.3,1000,4631,42,5.66,5631
35.3,1000,4759,42,5.72,5759
35.2,1000,4887,42,5.78,5887
43.0,1000,5015,42,5.82,6015
41.5,1000,5143,42,5.85,6143
41.6,1000,5270,42,5.89,6271
64.8,1000,5398,42,5.94,6399
23.1,1000,5526,42,5.98,6527
41.2,1000,5654,42,6.03,6655
69.9,1000,5782,42,6.08,6783
19.6,1000,5910,42,6.13,6911
38.9,1000,6038,42,6.18,7039
58.4,1000,6166,42,6.23,7167
68.9,1000,6294,42,6.26,7295
18.8,1000,6422,42,6.31,7423
32.6,1000,6550,42,6.37,7551
71.5,1000,6678,42,6.41,7679
20.5,1000,6806,42,6.46,7807
67.4,1000,6934,42,6.51,7935
31.5,1000,7062,42,6.57,8063
50.3,1000,7190,42,6.59,8191
55.9,1000,7319,42,6.63,8320
30.5,1000,7447,42,6.69,8448
52.2,1000,7575,42,6.73,8576
53.2,1000,7703,42,6.79,8704
26.9,1000,7831,42,6.82,8832
60.0,1000,7959,42,6.87,8960
26.1,1000,8087,42,6.95,9088
48.1,1000,8215,42,6.99,9216
27.0,1000,8343,42,7.03,9344
69.9,1000,8471,42,7.07,9472
16.0,1000,8599,42,7.14,9600
54.7,1000,8727,42,7.19,9728
52.2,1000,8855,42,7.23,9856
20.2,1000,8972,42,7.33,9974
0.0,1000,8972,42,7.34,9974
0.0,1000,8972,42,7.36,9974
0.0,1000,8972,42,7.37,9974
0.0,1000,8972,42,7.38,9974
0.0,1000,8972,42,7.39,9974
0.0,1000,8972,42,7.41,9974
0.0,1000,8972,42,7.42,9974
0.0,1000,8972,42,7.44,9974
0.0,1000,8972,42,7.45,9974
0.0,1000,8972,42,7.46,9974
94.5,1000,8972,42,7.47,9974
0.0,1000,8972,42,7.49,9974
0.0,1000,8972,42,7.5,9974
0.0,1000,8972,42,7.52,9974
0.0,1000,8972,42,7.53,9974
0.0,1000,8972,42,7.54,9974
0.0,1000,8972,42,7.55,9974
0.0,1000,8972,42,7.56,9974
0.0,1000,8972,42,7.57,9974
0.0,1000,8972,42,7.59,9974
0.0,1000,8972,42,7.6,9974
167.6,1000,8972,42,7.61,9974
18.4,1000,8972,42,7.67,9974
